placename,year_month,year,month,american_badger,bobcat,coyote,domestic_dog,human,human_camera_trapper,mule_deer,north_american_river_otter,northern_elephant_seal,northern_raccoon,striped_skunk,brush_rabbit,californian_sea_lion,domestic_cattle,elk,black_tailed_jackrabbit
BCAM1,2024-08,2024,08,0.03225806451612903,0.1935483870967742,0.03225806451612903,0,0,0,0.4838709677419355,0,0,0,0,0,0,0,0,0
BCAM1,2023-09,2023,09,0,0.14285714285714285,0,0,0.7142857142857143,0.42857142857142855,0.5714285714285714,0,0,0,0,0,0,0,0,0
BCAM1,2023-10,2023,10,0,0.16129032258064516,0.06451612903225806,0.03225806451612903,0.41935483870967744,0.06451612903225806,0.22580645161290322,0,0,0.0967741935483871,0,0,0,0,0,0
BCAM1,2024-04,2024,04,0,0.03333333333333333,0.1,0.03333333333333333,0,0,0.03333333333333333,0,0.16666666666666666,0,0,0,0,0,0,0
BCAM1,2024-05,2024,05,0,0.16129032258064516,0,0,0,0,0.2903225806451613,0,0.03225806451612903,0,0,0,0,0,0,0
BCAM1,2024-06,2024,06,0,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
BCAM1,2024-07,2024,07,0,0.3225806451612903,0.06451612903225806,0,0,0,0.2903225806451613,0,0,0,0,0,0,0,0,0
BCAM1,2024-09,2024,09,0,0.1,0,0,0.4666666666666667,0.03333333333333333,0.3333333333333333,0,0,0.03333333333333333,0,0,0,0,0,0
BCAM1,2024-11,2024,11,0,0.03333333333333333,0.03333333333333333,0,0.2,0.03333333333333333,0.3,0.06666666666666667,0,0.16666666666666666,0,0,0,0,0,0
BCAM1,2024-12,2024,12,0,0.03225806451612903,0.0967741935483871,0,0,0,0,0,0.06451612903225806,0.12903225806451613,0.03225806451612903,0,0,0,0,0
BCAM1,2022-12,2022,12,0,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0
BCAM1,2023-01,2023,01,0,0,0.0967741935483871,0,0,0,0,0,0.12903225806451613,0,0,0,0,0,0,0
BCAM1,2023-02,2023,02,0,0,0.07142857142857142,0,0,0,0,0,0.8571428571428571,0,0,0,0,0,0,0
BCAM1,2023-03,2023,03,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0
BCAM1,2024-01,2024,01,0,0,0.3684210526315789,0,0,0,0,0,2.263157894736842,0,0,0,0,0,0,0
BCAM1,2024-02,2024,02,0,0,0.1,0,0,0,0,0,4.3,0,0,0,0,0,0,0
BCAM1,2024-03,2024,03,0,0,0.043478260869565216,0,0,0,0,0,7,0,0,0,0,0,0,0
BCAM1,2024-10,2024,10,0,0,0.0967741935483871,0,0.6451612903225806,0.06451612903225806,0.3870967741935484,0,0,0.0967741935483871,0,0,0,0,0,0
BCAM1,2025-01,2025,01,0,0,0.22580645161290322,0,0,0,0,0,0.3548387096774194,0,0,0,0,0,0,0
BCAM1,2025-02,2025,02,0,0,0.2857142857142857,0,0,0,0,0,0.9285714285714286,0,0,0,0,0,0,0
BCAM1,2023-11,2023,11,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0
BCAM1,2025-03,2025,03,0,0,0,0,0,0,0,0,2.5161290322580645,0,0,0,0,0,0,0
BCAM10,2023-11,2023,11,0,0.3076923076923077,0.3076923076923077,0,0,0,0.07692307692307693,0,0,1.3461538461538463,0.2692307692307692,0,0,0,0,0
BCAM10,2023-12,2023,12,0,0.3333333333333333,0.42857142857142855,0,0,0,0.047619047619047616,0,0.6190476190476191,0.7619047619047619,0.047619047619047616,0.047619047619047616,0,0,0,0
BCAM11,2023-11,2023,11,0.03333333333333333,0.1,0.3,0,0,0.03333333333333333,0.43333333333333335,0,0,0.13333333333333333,0.1,0,0,0,0,0
BCAM11,2023-12,2023,12,0.03225806451612903,0.06451612903225806,0.12903225806451613,0,0,0,0.03225806451612903,0,0,0,0,0,0,0,0,0
BCAM11,2023-09,2023,09,0,0.07692307692307693,0.07692307692307693,0,0.038461538461538464,0.11538461538461539,0.6923076923076923,0,0,0.038461538461538464,0,0,0,0,0,0
BCAM11,2023-10,2023,10,0,0.1111111111111111,0.4074074074074074,0,0.14814814814814814,0.037037037037037035,0.5185185185185185,0,0,0,0,0,0,0,0,0
BCAM11,2024-01,2024,01,0,0.06451612903225806,1.4193548387096775,0,0,0,0,0,0,0,0.06451612903225806,0,0,0,0,0
BCAM11,2024-03,2024,03,0,0.03225806451612903,2.6774193548387095,0,0,0,0.06451612903225806,0,0,0,0,0,0,0,0,0
BCAM11,2024-05,2024,05,0,0.12903225806451613,0.41935483870967744,0,0,0,0.16129032258064516,0,0,0,0,0,0,0,0,0
BCAM11,2024-06,2024,06,0,0.1,0.13333333333333333,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0
BCAM11,2024-08,2024,08,0,0.25806451612903225,0.06451612903225806,0,0,0,0.22580645161290322,0,0,0.03225806451612903,0.03225806451612903,0,0,0,0,0
BCAM11,2024-10,2024,10,0,0.03225806451612903,0.0967741935483871,0,0,0.06451612903225806,0.6129032258064516,0,0,0.0967741935483871,0,0,0,0,0,0
BCAM11,2024-11,2024,11,0,0.06666666666666667,0.4,0,0,0.03333333333333333,0.26666666666666666,0,0,0.13333333333333333,0.16666666666666666,0,0,0,0,0
BCAM11,2025-04,2025,04,0,0.12,0.12,0,0,0,0.2,0,0,0,0,0,0,0,0,0
BCAM11,2024-02,2024,02,0,0,0.3793103448275862,0,0,0,0,0,0.2413793103448276,0,0,0,0,0,0,0
BCAM11,2024-04,2024,04,0,0,0.6333333333333333,0,0,0,0.23333333333333334,0,0,0,0,0,0,0,0,0
BCAM11,2024-07,2024,07,0,0,0.0967741935483871,0,0,0,0.1935483870967742,0,0,0,0,0,0,0,0,0
BCAM11,2024-09,2024,09,0,0,0.1,0,0,0.03333333333333333,0.26666666666666666,0,0,0.03333333333333333,0.13333333333333333,0,0,0,0,0
BCAM11,2024-12,2024,12,0,0,0.4838709677419355,0,0,0,0.06451612903225806,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM11,2025-01,2025,01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM11,2025-02,2025,02,0,0,0.4642857142857143,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0,0
BCAM11,2025-03,2025,03,0,0,0.1935483870967742,0,0,0,0,0,0.06451612903225806,0,0,0,0,0,0,0
BCAM12,2024-03,2024,03,0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM13,2023-09,2023,09,0,0.08,0.28,0,0.08,0.12,0.36,0,0,0.36,0.12,0,0,0,0,0
BCAM13,2023-10,2023,10,0,0.3225806451612903,0.45161290322580644,0,0,0.03225806451612903,0.12903225806451613,0,0,0.3548387096774194,0.5483870967741935,0,0.03225806451612903,0,0,0
BCAM13,2023-11,2023,11,0,0.2,0,0,0,0.2,0,0,0,0.6,0.4,0,0,0,0,0
BCAM13,2024-05,2024,05,0,0.06896551724137931,0.1724137931034483,0,0,0,0.06896551724137931,0,0,0.10344827586206896,0,0,0,0.1724137931034483,0,0
BCAM13,2024-11,2024,11,0,0.06666666666666667,0.3333333333333333,0,0,0.03333333333333333,0.06666666666666667,0,0.03333333333333333,0,0,0,0,0,0,0
BCAM13,2023-12,2023,12,0,0,0.18181818181818182,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,0,0
BCAM13,2024-01,2024,01,0,0,0.4838709677419355,0,0,0,0,0,4.193548387096774,0,0,0,0,0,0,0
BCAM13,2024-02,2024,02,0,0,0.20689655172413793,0,0,0,0,0,2.793103448275862,0,0,0,0,0.10344827586206896,0,0
BCAM13,2024-03,2024,03,0,0,0.1935483870967742,0,0,0,0.03225806451612903,0,0.8709677419354839,0,0,0,0,0,0,0
BCAM13,2024-04,2024,04,0,0,0.36666666666666664,0,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0
BCAM13,2024-06,2024,06,0,0,0.16666666666666666,0,0,0,0.36666666666666664,0,0,0,0,0,0,0.26666666666666666,0,0
BCAM13,2024-07,2024,07,0,0,0.0967741935483871,0,0,0,0.25806451612903225,0,0.0967741935483871,0,0,0,0,0,0,0
BCAM13,2024-08,2024,08,0,0,0.12903225806451613,0,0,0,0.22580645161290322,0,0.03225806451612903,0,0,0,0,0,0,0
BCAM13,2024-09,2024,09,0,0,0.06666666666666667,0,0.03333333333333333,0.03333333333333333,0.2,0,0,0,0,0,0,0.03333333333333333,0,0
BCAM13,2024-10,2024,10,0,0,0.4838709677419355,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.12903225806451613,0,0,0,0.06451612903225806,0,0,0.03225806451612903,0.03225806451612903,0
BCAM13,2024-12,2024,12,0,0,0.22580645161290322,0,0,0,0,0,1.1935483870967742,0.03225806451612903,0,0,0,0.03225806451612903,0,0
BCAM13,2025-01,2025,01,0,0,0.3548387096774194,0,0,0,0.03225806451612903,0,1.6129032258064515,0,0,0,0,0.12903225806451613,0,0
BCAM13,2025-02,2025,02,0,0,0.17857142857142858,0,0,0,0,0,0.6428571428571429,0,0,0,0,0,0,0
BCAM13,2025-03,2025,03,0,0,0.047619047619047616,0,0,0,0,0,0.047619047619047616,0,0,0,0,0,0,0
BCAM14,2023-09,2023,09,0,0.038461538461538464,0.11538461538461539,0,0.34615384615384615,0.11538461538461539,0.07692307692307693,0,0,0,0,0,0,0,0,0
BCAM14,2024-05,2024,05,0,0.03571428571428571,0.03571428571428571,0,0,0,0,0,0,0.03571428571428571,0,0,0,0,0,0
BCAM14,2024-11,2024,11,0,0.03333333333333333,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0
BCAM14,2023-10,2023,10,0,0,0.05,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0
BCAM14,2024-07,2024,07,0,0,0.06451612903225806,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM14,2024-08,2024,08,0,0,0.03225806451612903,0,0,0,0,0,0,0.06451612903225806,0,0,0,0,0,0
BCAM14,2024-12,2024,12,0,0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM14,2024-10,2024,10,0,0,0,0,0.06451612903225806,0.06451612903225806,0,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM14,2024-09,2024,09,0,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0
BCAM14,2024-06,2024,06,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0
BCAM15,2025-01,2025,01,0.03225806451612903,0,0.06451612903225806,0.3870967741935484,0,0,0,0,0,0,0,0,0,0,0,0
BCAM15,2025-03,2025,03,0,0.03225806451612903,0.03225806451612903,0.41935483870967744,0,0,0,0,0,0,0,0,0,0,0,0
BCAM15,2025-02,2025,02,0,0,0.10714285714285714,0.75,0,0,0,0.03571428571428571,0,0,0,0,0,0,0,0
BCAM15,2025-04,2025,04,0,0,0.07692307692307693,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0
BCAM15,2024-12,2024,12,0,0,0,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
BCAM16,2025-01,2025,01,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM16,2024-12,2024,12,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
BCAM17,2024-12,2024,12,0,0,0.08333333333333333,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0
BCAM18,2025-01,2025,01,0,0.12903225806451613,0.16129032258064516,0.16129032258064516,0,0,0,0,0,0,0,0,0,0,0,0.03225806451612903
BCAM18,2024-12,2024,12,0,0,0.16666666666666666,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0
BCAM18,2025-02,2025,02,0,0,0.10714285714285714,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0,0
BCAM18,2025-03,2025,03,0,0,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM19,2025-03,2025,03,0,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM19,2025-04,2025,04,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM2,2023-01,2023,01,0,0,0.3548387096774194,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM2,2023-03,2023,03,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0
BCAM20,2025-03,2025,03,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM21,2025-03,2025,03,0,0.05555555555555555,1.3888888888888888,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0
BCAM21,2025-04,2025,04,0,0.06666666666666667,0.9333333333333333,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0
BCAM21,2025-05,2025,05,0,0.06451612903225806,0.5161290322580645,0,0,0,0.03225806451612903,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM21,2025-06,2025,06,0,0,0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0.037037037037037035,0
BCAM22,2025-01,2025,01,0,0,0.3225806451612903,0,0,0,0,0,0.16129032258064516,0,0,0,0,0,0,0
BCAM22,2025-02,2025,02,0,0,0.3125,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0
BCAM22,2024-12,2024,12,0,0,0,0,0,0,0,0,0.5833333333333334,0,0,0,0,0,0,0
BCAM23,2025-01,2025,01,0,0,0.0967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM23,2025-03,2025,03,0,0,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM23,2025-02,2025,02,0,0,0,0,0,0,0,0,0.32142857142857145,0,0,0,0,0,0,0
BCAM24,2025-02,2025,02,0,0.14285714285714285,0.03571428571428571,0.10714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
BCAM24,2025-03,2025,03,0,0.2,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM24,2025-01,2025,01,0,0,0.14285714285714285,0.10714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
BCAM25,2025-01,2025,01,0,0,0.03571428571428571,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0
BCAM25,2025-02,2025,02,0,0,0.0625,0.125,0,0,0,0,0,0,0,0,0,0,0,0
BCAM26,2023-09,2023,09,0,0,0.08333333333333333,0,0.3333333333333333,0.25,0,0,0,0,0,0,0,0,0,0
BCAM26,2023-10,2023,10,0,0,0.06451612903225806,0,0.12903225806451613,0.03225806451612903,0.25806451612903225,0.03225806451612903,0,0.3548387096774194,0,0,0,0,0,0
BCAM26,2023-11,2023,11,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0
BCAM26,2024-10,2024,10,0,0,0.0967741935483871,0,0.22580645161290322,0.06451612903225806,0.0967741935483871,0,0,0.16129032258064516,0,0,0,0,0,0
BCAM26,2024-11,2024,11,0,0,0.23333333333333334,0,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,0.36666666666666664,0,0,0,0,0,0
BCAM26,2025-01,2025,01,0,0,0.5161290322580645,0,0,0,0,0,0.12903225806451613,0.03225806451612903,0,0,0,0,0,0
BCAM26,2025-02,2025,02,0,0,0.39285714285714285,0,0,0,0,0,0.4642857142857143,0,0,0,0,0,0,0
BCAM26,2025-03,2025,03,0,0,0.06666666666666667,0,0,0,0,0,0.6,0,0,0,0,0,0,0
BCAM26,2024-09,2024,09,0,0,0,0,0.12,0.04,0.12,0,0,0,0,0,0,0,0.08,0
BCAM26,2024-12,2024,12,0,0,0,0,0,0,0,0,0.3,0.1,0,0,0,0,0,0
BCAM27,2025-05,2025,05,0,0,0.22580645161290322,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806
BCAM27,2025-06,2025,06,0,0.037037037037037035,0.18518518518518517,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
BCAM3,2024-04,2024,04,0.03333333333333333,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0.5333333333333333,0.16666666666666666,0,0,0,0,0,0
BCAM3,2023-09,2023,09,0,0.038461538461538464,0.038461538461538464,0,0.4230769230769231,0.11538461538461539,0.5384615384615384,0,0,0.6538461538461539,0,1.1153846153846154,0,0,0,0
BCAM3,2023-10,2023,10,0,0.03225806451612903,0.1935483870967742,0,0.22580645161290322,0.03225806451612903,0.1935483870967742,0,0,1,0,0.22580645161290322,0,0,0,0
BCAM3,2023-11,2023,11,0,0.06666666666666667,0.2,0,0,0.03333333333333333,0,0,0,1.6333333333333333,0,0.7,0,0,0,0
BCAM3,2024-05,2024,05,0,0.125,0.041666666666666664,0,0,0,0.041666666666666664,0,0,0.7083333333333334,0,0,0,0,0,0
BCAM3,2024-07,2024,07,0,0.03225806451612903,0.03225806451612903,0,0,0,0.45161290322580644,0,0,0.9354838709677419,0,0,0,0,0,0
BCAM3,2024-08,2024,08,0,0.047619047619047616,0,0,0,0,0.14285714285714285,0,0,0.19047619047619047,0,0,0,0,0,0
BCAM3,2024-10,2024,10,0,0.03225806451612903,0,0,0.12903225806451613,0.06451612903225806,0.45161290322580644,0.03225806451612903,0,0.8387096774193549,0,0,0,0,0,0
BCAM3,2024-11,2024,11,0,0.03333333333333333,0.16666666666666666,0,0.13333333333333333,0.03333333333333333,0.3333333333333333,0.03333333333333333,0,1.1333333333333333,0,0,0,0,0,0
BCAM3,2023-12,2023,12,0,0,0.3333333333333333,0,0,0,0.047619047619047616,0,0,0.9523809523809523,0,0.8571428571428571,0,0,0,0
BCAM3,2024-01,2024,01,0,0,0.05263157894736842,0,0,0,0,0,0,0,0,0.42105263157894735,0,0,0,0
BCAM3,2024-02,2024,02,0,0,0.1724137931034483,0,0,0,0,0,1.7586206896551724,0,0,0.034482758620689655,0,0,0,0
BCAM3,2023-01,2023,01,0,0,0.03225806451612903,0,0,0,0.03225806451612903,0,2.3225806451612905,0,0,0,0,0,0,0
BCAM3,2023-02,2023,02,0,0,0.14814814814814814,0,0,0,0,0,2.5185185185185186,0,0,0,0,0,0,0
BCAM3,2024-03,2024,03,0,0,0.10714285714285714,0,0,0,0,0,3.0357142857142856,0,0,0,0,0,0,0
BCAM3,2024-06,2024,06,0,0,0.03333333333333333,0,0,0,0.06666666666666667,0,0,0.7333333333333333,0,0,0,0,0,0
BCAM3,2024-09,2024,09,0,0,0.12,0,0.16,0.04,0.64,0,0,0.24,0,0,0,0,0,0
BCAM3,2024-12,2024,12,0,0,0.12903225806451613,0,0,0,0.0967741935483871,0,0.0967741935483871,0.6774193548387096,0,0,0,0,0,0
BCAM3,2025-01,2025,01,0,0,0.4838709677419355,0,0,0,0,0,0.0967741935483871,0.03225806451612903,0,0,0,0,0,0
BCAM3,2025-02,2025,02,0,0,0.21428571428571427,0,0,0,0,0,0.6071428571428571,0.03571428571428571,0,0,0,0,0,0
BCAM3,2025-03,2025,03,0,0,0.06451612903225806,0,0,0,0,0,0.3548387096774194,0,0,0,0,0,0,0
BCAM3,2025-04,2025,04,0,0,0.16,0,0,0,0.08,0,0,0.12,0,0,0,0,0,0
BCAM3,2022-12,2022,12,0,0,0,0,0,0,0,0,0,0.18181818181818182,0,0,0,0,0,0
BCAM4,2023-12,2023,12,0.03225806451612903,0.16129032258064516,0.22580645161290322,0,0,0,0.16129032258064516,0,0.6451612903225806,0.3225806451612903,0,0,0,0,0,0
BCAM4,2023-09,2023,09,0,0.038461538461538464,0.6153846153846154,0,0.3076923076923077,0.15384615384615385,0.8846153846153846,0,0,0.19230769230769232,0.038461538461538464,0,0,0,0,0
BCAM4,2023-10,2023,10,0,0.16129032258064516,0.41935483870967744,0,0.3225806451612903,0.03225806451612903,0.3870967741935484,0.03225806451612903,0,0.25806451612903225,0.06451612903225806,0,0,0,0,0
BCAM4,2023-11,2023,11,0,0.1,0.26666666666666666,0,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.06666666666666667,0.03333333333333333,0.3333333333333333,0.06666666666666667,0,0,0,0,0
BCAM4,2024-01,2024,01,0,0.06451612903225806,1.064516129032258,0,0,0,0.03225806451612903,0,1.1612903225806452,0.03225806451612903,0.03225806451612903,0,0,0,0,0
BCAM4,2024-03,2024,03,0,0.03225806451612903,0.3548387096774194,0,0,0,0.03225806451612903,0,2.3548387096774195,0,0,0,0,0,0,0
BCAM4,2024-04,2024,04,0,0.06666666666666667,0.7333333333333333,0,0,0,0.1,0,0.13333333333333333,0,0,0,0,0,0,0
BCAM4,2024-06,2024,06,0,0.1,0.26666666666666666,0,0,0,0.16666666666666666,0,0,0.03333333333333333,0.03333333333333333,0,0,0,0,0
BCAM4,2024-07,2024,07,0,0.0967741935483871,0.25806451612903225,0,0,0,0.5483870967741935,0,0.03225806451612903,0.06451612903225806,0,0,0,0,0,0
BCAM4,2024-08,2024,08,0,0.0967741935483871,0.3548387096774194,0,0,0,0.3870967741935484,0,0,0.06451612903225806,0,0,0,0,0,0
BCAM4,2024-09,2024,09,0,0.03333333333333333,0.23333333333333334,0,0.4,0.03333333333333333,0.6666666666666666,0,0,0.36666666666666664,0,0,0,0,0,0
BCAM4,2025-01,2025,01,0,0.05555555555555555,0.4444444444444444,0,0,0,0,0,0.8888888888888888,0,0,0,0,0,0,0
BCAM4,2025-03,2025,03,0,0.058823529411764705,0.7647058823529411,0,0,0,0,0,0.5294117647058824,0,0,0,0,0,0,0
BCAM4,2025-04,2025,04,0,0.12,0.48,0,0,0,0.16,0,0,0,0,0,0,0,0,0
BCAM4,2022-12,2022,12,0,0,0.6363636363636364,0,0,0,0.09090909090909091,0,3.8181818181818183,0,0,0,0,0,0,0
BCAM4,2023-01,2023,01,0,0,0.8064516129032258,0,0,0,0,0,5.258064516129032,0,0,0,0,0,0,0
BCAM4,2023-02,2023,02,0,0,0.7857142857142857,0,0,0,0.03571428571428571,0,0.6428571428571429,0,0,0,0,0,0,0
BCAM4,2023-03,2023,03,0,0,1.6153846153846154,0,0,0,0,0,3.6923076923076925,0,0,0,0,0,0,0
BCAM4,2024-02,2024,02,0,0,0.20689655172413793,0,0,0,0,0,3.6206896551724137,0,0,0,0,0,0,0
BCAM4,2024-05,2024,05,0,0,0.25806451612903225,0,0,0,0.12903225806451613,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM4,2024-10,2024,10,0,0,0.25806451612903225,0.03225806451612903,0.22580645161290322,0.06451612903225806,0.5806451612903226,0,0,0.16129032258064516,0.12903225806451613,0,0,0,0,0
BCAM4,2024-11,2024,11,0,0,0.4666666666666667,0,0,0.03333333333333333,0.3333333333333333,0,0,0.13333333333333333,0.2,0,0,0,0,0
BCAM4,2024-12,2024,12,0,0,0.22580645161290322,0,0,0,0.0967741935483871,0,0.2903225806451613,0,0,0,0,0,0,0
BCAM4,2025-02,2025,02,0,0,0.5833333333333334,0,0,0,0,0,0.4166666666666667,0,0,0,0,0,0,0
BCAM5,2022-12,2022,12,0,0,1.2,0,0,0,0,0,3.7,0,0,0,0,0,0,0
BCAM5,2023-01,2023,01,0,0,1.2,0,0,0,0,0,5.2,0,0,0,0,0,0,0
BCAM6,2023-01,2023,01,0,0,0.6774193548387096,0,0,0,0,0,2.4838709677419355,0,0.06451612903225806,0.03225806451612903,0,0,0,0
BCAM6,2023-02,2023,02,0,0,1.2857142857142858,0,0,0,0,0,2.6785714285714284,0,0,0,0,0,0,0
BCAM6,2023-03,2023,03,0,0,1.6153846153846154,0,0,0,0.07692307692307693,0,2.4615384615384617,0,0,0,0,0,0,0
BCAM6,2022-12,2022,12,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0
BCAM7,2024-09,2024,09,0,0.44,0.44,0,0.04,0.04,0.92,0,0,0.48,0.08,0,0,0,0,0
BCAM7,2024-10,2024,10,0,0.3548387096774194,1,0,0,0.06451612903225806,0.5483870967741935,0,0,0.5483870967741935,0.25806451612903225,0,0,0,0,0
BCAM7,2024-11,2024,11,0,0.1,0.6,0,0,0.03333333333333333,0.3,0.03333333333333333,0,2.1666666666666665,0.5666666666666667,0,0,0,0,0
BCAM7,2024-12,2024,12,0,0.03225806451612903,0.3870967741935484,0,0,0,0.16129032258064516,0.06451612903225806,0,1.1935483870967742,0,0,0,0,0,0
BCAM7,2025-03,2025,03,0,0.0967741935483871,0.6774193548387096,0,0,0,0.3870967741935484,0.03225806451612903,0,1.3225806451612903,0,0,0,0,0,0
BCAM7,2025-04,2025,04,0,0.12,0.88,0,0,0,0.68,0,0,0.96,0,0,0,0,0,0
BCAM7,2025-01,2025,01,0,0,1.7096774193548387,0,0,0,0.06451612903225806,0,0,0.6129032258064516,0,0,0,0,0,0
BCAM7,2025-02,2025,02,0,0,0.6428571428571429,0,0,0,0.14285714285714285,0,0,0.17857142857142858,0,0,0,0,0,0
BCAM9,2024-01,2024,01,0,0,0.12903225806451613,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0,0
BCAM9,2024-02,2024,02,0,0,0.13793103448275862,0,0,0,0,0,0.3448275862068966,0,0,0,0,0,0,0
BCAM9,2024-04,2024,04,0,0,0.16666666666666666,0,0,0,0,0,0,0.1,0,0,0,0,0,0
BCAM9,2024-07,2024,07,0,0,0.03225806451612903,0,0,0,0.03225806451612903,0,0,0.16129032258064516,0,0,0,0,0.03225806451612903,0
BCAM9,2024-08,2024,08,0,0,0.03225806451612903,0,0,0,0,0,0,0.16129032258064516,0,0,0,0,0,0
BCAM9,2024-11,2024,11,0,0,0.06666666666666667,0,0.06666666666666667,0.03333333333333333,0,0,0,0.3,0,0,0,0,0,0
BCAM9,2025-01,2025,01,0,0,0.06451612903225806,0,0,0,0,0,0,0.4838709677419355,0,0,0,0,0,0
BCAM9,2023-09,2023,09,0,0,0,0,0.038461538461538464,0.11538461538461539,0.07692307692307693,0,0,0.19230769230769232,0,0,0,0,0,0
BCAM9,2023-10,2023,10,0,0,0,0,0.12903225806451613,0.03225806451612903,0,0,0,0.41935483870967744,0,0,0,0,0,0
BCAM9,2024-09,2024,09,0,0,0,0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,0,0.03333333333333333,0,0,0,0,0,0
BCAM9,2024-10,2024,10,0,0,0,0,0.0967741935483871,0.0967741935483871,0,0,0,0.25806451612903225,0,0,0,0,0,0
BCAM9,2023-11,2023,11,0,0,0,0,0,0.09090909090909091,0,0.18181818181818182,0,0.18181818181818182,0,0,0,0,0,0
BCAM9,2023-12,2023,12,0,0,0,0,0,0,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0
BCAM9,2024-12,2024,12,0,0,0,0,0,0,0,0.03225806451612903,0,0.45161290322580644,0,0,0,0,0,0
BCAM9,2024-03,2024,03,0,0,0,0,0,0,0,0,0,0.1935483870967742,0,0,0,0,0,0
BCAM9,2024-05,2024,05,0,0,0,0,0,0,0,0,0,0.1935483870967742,0,0,0,0,0,0
BCAM9,2024-06,2024,06,0,0,0,0,0,0,0,0,0,0.26666666666666666,0,0,0,0,0,0
BCAM9,2025-02,2025,02,0,0,0,0,0,0,0,0,0,0.6071428571428571,0,0,0,0,0,0
BCAM9,2025-03,2025,03,0,0,0,0,0,0,0,0,0,0.6129032258064516,0,0,0,0,0,0
BCAM9,2025-04,2025,04,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0
CA_Beach_PointReyes_Loc03,2023-09,2023,09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Beach_PointReyes_Loc03,2023-10,2023,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Beach_PointReyes_Loc03,2023-11,2023,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
