Point Reyes,,,,,,,,,,,
PR 394,1 Feb 25,F,Coyote,4,38.03506,-122.99450,FG,FALSE,TRUE,29 Jul 25 / SH,
PR 395,1 Feb 25,O,Coyote,4,38.03532,-122.99352,FG,FALSE,TRUE,29 Jul 25 / SH,
PR 396,1 Feb 25,F,Coyote,5,38.00775,-122.99827,FG,FALSE,TRUE,29 Jul 25 / SH,"sand, seal? *"
PR 397,1 Feb 25,F,Coyote,5,38.00775,-122.99827,FG,FALSE,TRUE,29 Jul 25 / SH,*
PR 398,1 Feb 25,F,Coyote,4,38.00291,-122.01024,FG,FALSE,TRUE,29 Jul 25 / SH,sand
PR 399,1 Feb 25,F,Coyote,5,38.00760,-122.00496,FG,TRUE,TRUE,29 Jul 25 / SH,marine inverts *
PR 400,2 Feb 25,O,Bobcat,3,38.00598,-122.98407,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 401,2 Feb 25,O,Coyote,4,38.00621,-122.98416,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 402,2 Feb 25,O,Coyote,4,38.00629,-122.98403,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 403,2 Feb 25,O*,Coyote,5,38.01061,-122.98128,FG,TRUE,TRUE,29 Jul 25 / SH,on cam *
PR 404,2 Feb 25,F,Coyote?,4,38.01579,-122.97827,FG,TRUE,TRUE,29 Jul 25 / SH,"sandy, big *"
PR 405,2 Feb 25,O*,Coyote,5,38.02234,-122.97039,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 406,2 Feb 25,F,Mesocarnivore,4,38.02341,-122.96938,FG,TRUE,TRUE,29 Jul 25 / SH,sand + seal? *
PR 407,2 Feb 25,O,Coyote,4,38.02353,-122.96915,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 408,15 Feb 25,O,Coyote?,4,38.02758,-122.96343,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 409,15 Feb 25,F,Coyote,4,38.03024,-122.95393,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 410,16 Feb 25,O,Coyote?,4,38.03514,-122.99251,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 411,16 Feb 25,O,Coyote?,4,38.03500,-122.99212,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 412,16 Feb 25,O,Coyote?,4,38.03495,-122.99208,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 413,16 Feb 25,O,Coyote,4,38.03051,-122.99251,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 414,16 Feb 25,F,Coyote,4,38.00709,-122.00759,FG,TRUE,TRUE,29 Jul 25 / SH,sand *
PR 415,16 Feb 25,F,Coyote,4,38.00805,-122.99871,FG,TRUE,TRUE,29 Jul 25 / SH,sand *
PR 416,25 Apr 25,O*,Coyote,4,38.00488,-122.98381,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 417,26 Apr 25,O,Carnivore,5,38.01082,-123.00622,FG,TRUE,TRUE,29 Jul 25 / SH,mole crabs + sand *
PR 418,26 Apr 25,O,Coyote,4,38.00785,-123.00764,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 419,26 Apr 25,O,Coyote,3,38.01372,-123.00487,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 420,26 Apr 25,O,Coyote,5,38.01392,-123.00471,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 421,26 Apr 25,O,Coyote,4,38.01394,-123.00471,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 422,3 Jun 25,F,Coyote,4,38.03139,-122.94509,FG,TRUE,TRUE,29 Jul 25 / SH,
PR 509,15 Feb 25,F,Coyote??,3,38.02625,-122.9640500,RN / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 510,15 Feb 25,F,Coyote?,4,38.02485,-122.9671800,RN / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 511,15 Feb 25,F,Coyote?,3,38.0259676,-122.9674000,RN / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 512,15 Feb 25,F,Coyote,4,38.0259676,-122.9674600,RN / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 513,15 Feb 25,F,Coyote?,3,38.0270440,-122.9629800,RN / SD,TRUE,TRUE,29 Jul 25 / SH,very sandy
PR 500,15 Feb 25,O,Coyote,5,38.0303730,-122.9610660,RA / M,TRUE,TRUE,29 Jul 25 / SH,
PR 501,15 Feb 25,F,Coyote,4,38.0315619,-122.9581195,RA / M,TRUE,TRUE,29 Jul 25 / SH,
PR 502,15 Feb 25,O,Coyote,3,38.0299733,-122.9574010,RA / M,FALSE,TRUE,29 Jul 25 / SH,
PR 503,15 Feb 25,O,Coyote,3,38.0301156,-122.9576100,RA / M,FALSE,TRUE,29 Jul 25 / SH,
PR 504,15 Feb 25,F,Coyote,3,38.0295570,-122.9573362,RA / M,FALSE,TRUE,29 Jul 25 / SH,
PR 505,15 Feb 25,O,Coyote,4,38.0290506,-122.9577650,RA / M,FALSE,TRUE,29 Jul 25 / SH,
PR 506,16 Feb 25,F,Coyote,3,38.0324080,-122.9879221,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 507,16 Feb 25,F?,Coyote?,3,38.0323880,-122.9879151,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 508,16 Feb 25,O,Coyote?,4,38.0334410,-122.9897300,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 514,16 Feb 25,O,Coyote?,3,38.0338920,-122.9906200,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 515,16 Feb 25,O,Coyote,3,38.0338900,-122.9906990,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 516,16 Feb 25,O*,Coyote,4,38.0339370,-122.9907520,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 517,16 Feb 25,O,Coyote,4,38.0339840,-122.9908115,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 518,16 Feb 25,O,Coyote,4,38.0344506,-122.9913720,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 519,16 Feb 25,F,Coyote?,3,37.9960813,-122.9789100,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 520,16 Feb 25,O,Coyote?,3,37.9961500,-122.9787000,AK / SD,TRUE,TRUE,29 Jul 25 / SH,"same area, owl?"
PR 521,16 Feb 25,O,Coyote?,3,37.9959950,-122.9788000,AK / SD,TRUE,TRUE,29 Jul 25 / SH,"same area, owl?"
PR 522,16 Feb 25,O,Coyote?,3,37.9959801,-122.9787461,AK / SD,TRUE,TRUE,29 Jul 25 / SH,"same area, owl?"
PR 523,16 Feb 25,O,Coyote,3,37.9950240,-122.9783800,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
PR 524,16 Feb 25,O,Coyote,4,37.9947788,-122.9765480,AK / SD,TRUE,TRUE,29 Jul 25 / SH,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,
,,,,,,,,FALSE,FALSE,,